season,year,country,total_contingent,total_medal,total_gold,total_silver,total_bronze
Summer,2000,Estonia,33,3,1,0,2
Summer,2000,Israel,39,1,0,0,1
Summer,2000,Armenia,25,1,0,0,1
Summer,2000,Kenya,56,7,2,3,2
Summer,2000,Mongolia,20,0,0,0,0
Summer,2000,South Korea,281,28,8,10,10
Summer,2000,Guinea,6,0,0,0,0
Summer,2000,Republic of Congo,5,0,0,0,0
Summer,2000,Poland,187,14,6,5,3
Summer,2000,Saint Vincent,4,0,0,0,0
Summer,2000,Togo,3,0,0,0,0
Summer,2000,Ecuador,10,0,0,0,0
Summer,2000,Seychelles,9,0,0,0,0
Summer,2000,Uruguay,15,1,0,1,0
Summer,2000,Equatorial Guinea,4,0,0,0,0
Summer,2000,Antigua,3,0,0,0,0
Summer,2000,Botswana,7,0,0,0,0
Summer,2000,Saint Kitts,2,0,0,0,0
Summer,2000,Panama,6,0,0,0,0
Summer,2000,Comoros,2,0,0,0,0
Summer,2000,Tanzania,4,0,0,0,0
Summer,2000,Colombia,44,1,1,0,0
Summer,2000,"Virgin Islands, US",9,0,0,0,0
Summer,2000,Sierra Leone,3,0,0,0,0
Summer,2000,Latvia,45,3,1,1,1
Summer,2000,Andorra,5,0,0,0,0
Summer,2000,Monaco,4,0,0,0,0
Summer,2000,Swaziland,6,0,0,0,0
Summer,2000,Aruba,5,0,0,0,0
Summer,2000,Moldova,34,2,0,1,1
Summer,2000,Zimbabwe,16,0,0,0,0
Summer,2000,Costa Rica,7,2,0,0,2
Summer,2000,Guatemala,15,0,0,0,0
Summer,2000,Nepal,5,0,0,0,0
Summer,2000,Papua New Guinea,5,0,0,0,0
Summer,2000,Macedonia,10,1,0,0,1
Summer,2000,Gabon,5,0,0,0,0
Summer,2000,,0,0,0,0,0
Summer,2000,Ireland,64,1,0,1,0
Summer,2000,Philippines,20,0,0,0,0
Summer,2000,Bermuda,6,0,0,0,0
Summer,2000,Puerto Rico,29,0,0,0,0
Summer,2000,Zambia,8,0,0,0,0
Summer,2000,Dominican Republic,13,0,0,0,0
Summer,2000,Bolivia,5,0,0,0,0
Summer,2000,Mali,5,0,0,0,0
Summer,2000,Paraguay,5,0,0,0,0
Summer,2000,Honduras,20,0,0,0,0
Summer,2000,North Korea,31,4,0,1,3
Summer,2000,Taiwan,55,5,0,1,4
Summer,2000,Myanmar,7,0,0,0,0
Summer,2000,Malawi,2,0,0,0,0
Summer,2000,Guam,7,0,0,0,0
Summer,2000,Bhutan,2,0,0,0,0
Summer,2000,Thailand,52,3,1,0,2
Summer,2000,Senegal,26,0,0,0,0
Summer,2000,Haiti,5,0,0,0,0
Summer,2000,"Virgin Islands, British",1,0,0,0,0
Summer,2000,Central African Republic,3,0,0,0,0
Summer,2000,Liberia,8,0,0,0,0
Summer,2000,Nicaragua,6,0,0,0,0
Summer,2000,Benin,4,0,0,0,0
Summer,2000,Curacao,7,0,0,0,0
Summer,2000,Mauritania,2,0,0,0,0
Summer,2000,El Salvador,8,0,0,0,0
Summer,2000,Cape Verde,2,0,0,0,0
Summer,2000,Tajikistan,4,0,0,0,0
Summer,2000,Bosnia and Herzegovina,9,0,0,0,0
Summer,2000,Gambia,2,0,0,0,0
Summer,2000,Liechtenstein,2,0,0,0,0
Summer,2000,Namibia,11,0,0,0,0
Summer,2000,Rwanda,5,0,0,0,0
Summer,2000,Sao Tome and Principe,2,0,0,0,0
Summer,2000,Burundi,6,0,0,0,0
Summer,2000,Cambodia,4,0,0,0,0
Summer,2000,Saint Lucia,5,0,0,0,0
Summer,2000,Solomon Islands,2,0,0,0,0
Summer,2000,Grenada,3,0,0,0,0
Summer,2000,Samoa,5,0,0,0,0
Summer,2000,Belize,2,0,0,0,0
Summer,2000,Democratic Republic of the Congo,2,0,0,0,0
Summer,2000,Vanuatu,3,0,0,0,0
Summer,2000,Lesotho,6,0,0,0,0
Summer,2000,Laos,3,0,0,0,0
Summer,2000,Tonga,3,0,0,0,0
Summer,2000,Albania,4,0,0,0,0
Summer,2000,Vietnam,7,1,0,1,0
Summer,2000,Cayman Islands,3,0,0,0,0
Summer,2000,Micronesia,5,0,0,0,0
Summer,2000,American Samoa,4,0,0,0,0
Summer,2000,Chad,2,0,0,0,0
Summer,2000,Fiji,7,0,0,0,0
Summer,2000,Burkina Faso,4,0,0,0,0
Summer,2000,Nauru,2,0,0,0,0
Summer,2000,Cook Islands,2,0,0,0,0
Summer,2004,Norway,52,6,5,0,1
Summer,2004,Estonia,42,3,0,1,2
Summer,2004,Belarus,151,13,2,5,6
Summer,2004,Greece,426,16,6,6,4
Summer,2004,USA,533,101,36,39,26
Summer,2004,Russia,446,90,28,26,36
Summer,2004,France,308,33,11,9,13
Summer,2004,Nicaragua,5,0,0,0,0
Summer,2004,Iraq,24,0,0,0,0
Summer,2004,Qatar,15,0,0,0,0
Summer,2004,Pakistan,26,0,0,0,0
Summer,2004,Egypt,97,5,1,1,3
Summer,2004,Australia,470,50,17,16,17
Summer,2004,Indonesia,38,4,1,1,2
Summer,2004,Azerbaijan,36,5,1,0,4
Summer,2004,Uzbekistan,69,5,2,1,2
Summer,2004,Tajikistan,9,0,0,0,0
Summer,2004,Kyrgyzstan,29,0,0,0,0
Summer,2004,Japan,306,37,16,9,12
Summer,2004,Spain,316,20,3,11,6
Summer,2004,Turkey,64,11,3,3,5
Summer,2004,Mali,21,0,0,0,0
Summer,2004,Sweden,115,7,4,2,1
Summer,2004,Brazil,243,10,5,2,3
Summer,2004,Jordan,8,0,0,0,0
Summer,2004,Sudan,4,0,0,0,0
Summer,2004,Palestine,3,0,0,0,0
Summer,2004,Libya,8,0,0,0,0
Summer,2004,Somalia,2,0,0,0,0
Summer,2004,Mexico,109,4,0,3,1
Summer,2004,India,73,1,0,1,0
Summer,2004,UK,264,30,9,9,12
Summer,2004,Germany,441,49,13,16,20
Summer,2004,New Zealand,148,5,3,2,0
Summer,2004,Lithuania,59,3,1,2,0
Summer,2004,Netherlands,210,22,4,9,9
Summer,2004,Ukraine,239,22,8,5,9
Summer,2004,Ethiopia,26,7,2,3,2
Summer,2004,Italy,364,32,10,11,11
Summer,2004,Algeria,61,0,0,0,0
Summer,2004,Armenia,18,0,0,0,0
Summer,2004,Malta,7,0,0,0,0
Summer,2004,Cuba,151,27,9,7,11
Summer,2004,Belize,2,0,0,0,0
Summer,2004,Puerto Rico,43,0,0,0,0
Summer,2004,Morocco,55,3,2,1,0
Summer,2004,Finland,53,2,0,2,0
Summer,2004,China,415,64,32,18,14
Summer,2004,Argentina,152,6,2,0,4
Summer,2004,Bermuda,10,0,0,0,0
Summer,2004,Kazakhstan,114,8,1,4,3
Summer,2004,Uganda,11,0,0,0,0
Summer,2004,Hungary,209,17,8,6,3
Summer,2004,Samoa,3,0,0,0,0
Summer,2004,Cyprus,20,0,0,0,0
Summer,2004,Iran,37,6,2,2,2
Summer,2004,Bangladesh,4,0,0,0,0
Summer,2004,Nigeria,70,2,0,0,2
Summer,2004,Syria,6,1,0,0,1
Summer,2004,Yemen,3,0,0,0,0
Summer,2004,Saudi Arabia,16,0,0,0,0
Summer,2004,Lebanon,5,0,0,0,0
Summer,2004,Kuwait,11,0,0,0,0
Summer,2004,United Arab Emirates,4,1,1,0,0
Summer,2004,Bahrain,10,0,0,0,0
Summer,2004,Oman,2,0,0,0,0
Summer,2004,Benin,4,0,0,0,0
Summer,2004,Niger,4,0,0,0,0
Summer,2004,Bulgaria,95,12,2,1,9
Summer,2004,Trinidad,19,1,0,0,1
Summer,2004,Canada,262,12,3,6,3
Summer,2004,Iceland,26,0,0,0,0
Summer,2004,Central African Republic,4,0,0,0,0
Summer,2004,Maldives,4,0,0,0,0
Summer,2004,Switzerland,98,5,1,1,3
Summer,2004,Austria,74,7,2,4,1
Summer,2004,Jamaica,47,5,2,1,2
Summer,2004,Barbados,10,0,0,0,0
Summer,2004,Ivory Coast,5,0,0,0,0
Summer,2004,Angola,30,0,0,0,0
Summer,2004,Portugal,81,3,0,2,1
Summer,2004,Venezuela,48,2,0,0,2
Summer,2004,Timor-Leste,2,0,0,0,0
Summer,2004,Namibia,8,0,0,0,0
Summer,2004,Bahamas,22,2,1,0,1
Summer,2004,San Marino,5,0,0,0,0
Summer,2004,South Korea,264,30,9,12,9
Summer,2004,Brunei,1,0,0,0,0
Summer,2004,Croatia,81,5,1,2,2
Summer,2004,Denmark,92,8,2,1,5
Summer,2004,Colombia,53,2,0,0,2
Summer,2004,Madagascar,8,0,0,0,0
Summer,2004,Czech Republic,142,9,1,3,5
Summer,2004,Mongolia,20,1,0,0,1
Summer,2004,Ghana,26,0,0,0,0
Summer,2004,Romania,108,19,8,5,6
Summer,2004,Laos,5,0,0,0,0
Summer,2004,Ireland,46,0,0,0,0
Summer,2004,Guatemala,18,0,0,0,0
Summer,2004,Dominican Republic,33,1,1,0,0
Summer,2004,Chile,22,3,2,0,1
Summer,2004,Costa Rica,20,0,0,0,0
Summer,2004,Israel,36,2,1,0,1
Summer,2004,Georgia,32,4,2,2,0
Summer,2004,Zimbabwe,12,3,1,1,1
Summer,2004,Grenada,5,0,0,0,0
Summer,2004,Cameroon,17,1,1,0,0
Summer,2004,Seychelles,9,0,0,0,0
Summer,2004,Serbia,85,2,0,2,0
Summer,2004,Tunisia,54,0,0,0,0
Summer,2004,Afghanistan,5,0,0,0,0
Summer,2004,Slovakia,64,6,2,2,2
Summer,2004,Slovenia,79,4,0,1,3
Summer,2004,Democratic Republic of the Congo,4,0,0,0,0
Summer,2004,Senegal,15,0,0,0,0
Summer,2004,Malaysia,26,0,0,0,0
Summer,2004,Nepal,6,0,0,0,0
Summer,2004,Antigua,5,0,0,0,0
Summer,2004,Republic of Congo,5,0,0,0,0
Summer,2004,Poland,194,10,3,2,5
Summer,2004,Sierra Leone,2,0,0,0,0
Summer,2004,Honduras,5,0,0,0,0
Summer,2004,Kenya,46,7,1,4,2
Summer,2004,Paraguay,22,1,0,1,0
Summer,2004,South Africa,106,6,1,3,2
Summer,2004,Botswana,11,0,0,0,0
Summer,2004,Turkmenistan,9,0,0,0,0
Summer,2004,Tanzania,8,0,0,0,0
Summer,2004,Belgium,50,3,1,0,2
Summer,2004,Andorra,6,0,0,0,0
Summer,2004,Haiti,8,0,0,0,0
Summer,2004,Gabon,5,0,0,0,0
Summer,2004,Aruba,4,0,0,0,0
Summer,2004,Moldova,33,0,0,0,0
Summer,2004,Peru,12,0,0,0,0
Summer,2004,Papua New Guinea,4,0,0,0,0
Summer,2004,Micronesia,5,0,0,0,0
Summer,2004,Thailand,42,8,3,1,4
Summer,2004,Togo,3,0,0,0,0
Summer,2004,,0,0,0,0,0
Summer,2004,Philippines,16,0,0,0,0
Summer,2004,Mauritius,9,0,0,0,0
Summer,2004,Fiji,8,0,0,0,0
Summer,2004,Guyana,4,0,0,0,0
Summer,2004,Ecuador,16,0,0,0,0
Summer,2004,Guinea-Bissau,3,0,0,0,0
Summer,2004,Equatorial Guinea,2,0,0,0,0
Summer,2004,Latvia,32,4,0,4,0
Summer,2004,Taiwan,88,5,2,2,1
Summer,2004,Zambia,6,0,0,0,0
Summer,2004,Malawi,4,0,0,0,0
Summer,2004,Bhutan,2,0,0,0,0
Summer,2004,North Korea,36,5,0,4,1
Summer,2004,Guam,4,0,0,0,0
Summer,2004,Albania,7,0,0,0,0
Summer,2004,Uruguay,15,0,0,0,0
Summer,2004,Saint Kitts,2,0,0,0,0
Summer,2004,Sri Lanka,7,0,0,0,0
Summer,2004,Panama,4,0,0,0,0
Summer,2004,Mozambique,4,0,0,0,0
Summer,2004,"Virgin Islands, British",1,0,0,0,0
Summer,2004,Sao Tome and Principe,2,0,0,0,0
Summer,2004,Suriname,4,0,0,0,0
Summer,2004,Bolivia,7,0,0,0,0
Summer,2004,Luxembourg,10,0,0,0,0
Summer,2004,Saint Vincent,3,0,0,0,0
Summer,2004,Nauru,3,0,0,0,0
Summer,2004,Monaco,3,0,0,0,0
Summer,2004,Guinea,3,0,0,0,0
Summer,2004,El Salvador,7,0,0,0,0
Summer,2004,Rwanda,5,0,0,0,0
Summer,2004,Comoros,3,0,0,0,0
Summer,2004,Swaziland,3,0,0,0,0
Summer,2004,Vietnam,11,0,0,0,0
Summer,2004,"Virgin Islands, US",6,0,0,0,0
Summer,2004,Bosnia and Herzegovina,9,0,0,0,0
Summer,2004,Palau,4,0,0,0,0
Summer,2004,Cayman Islands,5,0,0,0,0
Summer,2004,Cape Verde,3,0,0,0,0
Summer,2004,Burundi,7,0,0,0,0
Summer,2004,Liechtenstein,1,0,0,0,0
Summer,2004,Saint Lucia,2,0,0,0,0
Summer,2004,Curacao,3,0,0,0,0
Summer,2004,Eritrea,4,1,0,0,1
Summer,2004,Cook Islands,3,0,0,0,0
Summer,2004,Tonga,5,0,0,0,0
Summer,2004,Cambodia,4,0,0,0,0
Summer,2004,Macedonia,10,0,0,0,0
Summer,2004,Dominica,2,0,0,0,0
Summer,2004,Mauritania,2,0,0,0,0
Summer,2004,Vanuatu,2,0,0,0,0
Summer,2004,Solomon Islands,2,0,0,0,0
Summer,2004,American Samoa,3,0,0,0,0
Summer,2004,Lesotho,3,0,0,0,0
Summer,2004,Kiribati,3,0,0,0,0
Summer,2004,Chad,1,0,0,0,0
Summer,2004,Myanmar,2,0,0,0,0
Summer,2004,Gambia,2,0,0,0,0
Summer,2004,Burkina Faso,5,0,0,0,0
Summer,2004,Liberia,2,0,0,0,0
Summer,2008,Norway,84,9,3,5,1
Summer,2008,Estonia,47,2,1,1,0
Summer,2008,Spain,283,18,5,10,3
Summer,2008,Russia,454,72,23,21,28
Summer,2008,Belarus,177,18,4,5,9
Summer,2008,France,309,41,7,16,18
Summer,2008,Italy,333,27,8,9,10
Summer,2008,Pakistan,21,0,0,0,0
Summer,2008,Azerbaijan,44,7,1,2,4
Summer,2008,Australia,432,46,14,15,17
Summer,2008,South Africa,134,1,0,1,0
Summer,2008,Canada,332,19,3,9,7
Summer,2008,USA,588,110,36,39,35
Summer,2008,Morocco,47,2,0,1,1
Summer,2008,Egypt,100,1,0,0,1
Summer,2008,Eritrea,10,0,0,0,0
Summer,2008,Sudan,9,1,0,1,0
Summer,2008,Algeria,56,2,0,1,1
Summer,2008,Palestine,4,0,0,0,0
Summer,2008,Iraq,4,0,0,0,0
Summer,2008,Qatar,20,0,0,0,0
Summer,2008,Kyrgyzstan,20,2,0,1,1
Summer,2008,Tajikistan,15,2,0,1,1
Summer,2008,Japan,332,25,9,7,9
Summer,2008,Germany,420,41,16,10,15
Summer,2008,Turkey,67,7,1,3,3
Summer,2008,Ivory Coast,21,0,0,0,0
Summer,2008,Kazakhstan,130,13,2,4,7
Summer,2008,Sweden,123,5,0,4,1
Summer,2008,Portugal,77,2,1,1,0
Summer,2008,Angola,32,0,0,0,0
Summer,2008,Iran,54,2,1,0,1
Summer,2008,Bangladesh,5,0,0,0,0
Summer,2008,Nigeria,74,4,0,1,3
Summer,2008,Romania,101,8,4,1,3
Summer,2008,Venezuela,108,1,0,0,1
Summer,2008,India,53,3,1,0,2
Summer,2008,UK,304,48,19,13,16
Summer,2008,Tunisia,26,1,1,0,0
Summer,2008,Argentina,132,6,2,0,4
Summer,2008,Mexico,83,3,2,0,1
Summer,2008,Cuba,158,24,2,11,11
Summer,2008,Mauritius,11,1,0,0,1
Summer,2008,Poland,257,10,3,6,1
Summer,2008,New Zealand,178,9,3,2,4
Summer,2008,Liberia,3,0,0,0,0
Summer,2008,Ethiopia,27,7,4,1,2
Summer,2008,Nepal,8,0,0,0,0
Summer,2008,Armenia,25,6,0,0,6
Summer,2008,Netherlands,237,16,7,5,4
Summer,2008,Brazil,268,16,3,4,9
Summer,2008,Ukraine,243,27,7,5,15
Summer,2008,American Samoa,4,0,0,0,0
Summer,2008,Belgium,94,2,1,1,0
Summer,2008,Greece,152,4,0,2,2
Summer,2008,Austria,70,3,0,1,2
Summer,2008,Seychelles,9,0,0,0,0
Summer,2008,Dominican Republic,24,2,1,1,0
Summer,2008,Nicaragua,6,0,0,0,0
Summer,2008,Paraguay,7,0,0,0,0
Summer,2008,Comoros,3,0,0,0,0
Summer,2008,Namibia,10,0,0,0,0
Summer,2008,Bermuda,6,0,0,0,0
Summer,2008,Samoa,6,0,0,0,0
Summer,2008,Cyprus,17,0,0,0,0
Summer,2008,Kenya,46,15,6,4,5
Summer,2008,Saudi Arabia,14,0,0,0,0
Summer,2008,Kuwait,8,0,0,0,0
Summer,2008,Bahrain,14,0,0,0,0
Summer,2008,Syria,7,0,0,0,0
Summer,2008,Oman,4,0,0,0,0
Summer,2008,Yemen,5,0,0,0,0
Summer,2008,Jordan,7,0,0,0,0
Summer,2008,United Arab Emirates,8,0,0,0,0
Summer,2008,Finland,57,4,1,1,2
Summer,2008,Jamaica,50,9,5,2,2
Summer,2008,Lithuania,71,5,0,2,3
Summer,2008,Bulgaria,70,5,1,1,3
Summer,2008,Saint Vincent,2,0,0,0,0
Summer,2008,Niger,4,0,0,0,0
Summer,2008,Libya,6,0,0,0,0
Summer,2008,Cameroon,32,1,1,0,0
Summer,2008,Djibouti,2,0,0,0,0
Summer,2008,Bosnia and Herzegovina,5,0,0,0,0
Summer,2008,Guam,6,0,0,0,0
Summer,2008,Croatia,99,5,0,2,3
Summer,2008,Barbados,8,0,0,0,0
Summer,2008,Chile,26,1,0,1,0
Summer,2008,Honduras,25,0,0,0,0
Summer,2008,Colombia,67,2,0,1,1
Summer,2008,Uzbekistan,56,6,1,2,3
Summer,2008,Bahamas,25,2,0,1,1
Summer,2008,Malaysia,32,1,0,1,0
Summer,2008,Ghana,9,0,0,0,0
Summer,2008,South Korea,265,31,13,10,8
Summer,2008,North Korea,58,6,2,1,3
Summer,2008,Denmark,84,7,2,2,3
Summer,2008,Madagascar,6,0,0,0,0
Summer,2008,Philippines,15,0,0,0,0
Summer,2008,Czech Republic,134,6,3,3,0
Summer,2008,China,633,100,51,21,28
Summer,2008,Turkmenistan,10,0,0,0,0
Summer,2008,Latvia,47,3,1,1,1
Summer,2008,Ireland,55,3,0,1,2
Summer,2008,Thailand,47,4,2,2,0
Summer,2008,Guatemala,12,0,0,0,0
Summer,2008,El Salvador,11,0,0,0,0
Summer,2008,Trinidad,28,2,1,1,0
Summer,2008,Hungary,171,10,3,5,2
Summer,2008,Iceland,27,1,0,1,0
Summer,2008,Puerto Rico,22,0,0,0,0
Summer,2008,Switzerland,83,7,2,1,4
Summer,2008,Malta,6,0,0,0,0
Summer,2008,Haiti,7,0,0,0,0
Summer,2008,Israel,43,1,0,0,1
Summer,2008,Afghanistan,4,1,0,0,1
Summer,2008,Senegal,15,0,0,0,0
Summer,2008,Mongolia,28,4,2,2,0
Summer,2008,Mali,17,0,0,0,0
Summer,2008,Gabon,4,0,0,0,0
Summer,2008,Ecuador,25,1,0,1,0
Summer,2008,Antigua,5,0,0,0,0
Summer,2008,Republic of Congo,5,0,0,0,0
Summer,2008,Botswana,11,0,0,0,0
Summer,2008,Zimbabwe,13,4,1,3,0
Summer,2008,Peru,13,0,0,0,0
Summer,2008,"Virgin Islands, US",7,0,0,0,0
Summer,2008,Guinea,5,0,0,0,0
Summer,2008,Slovakia,57,6,3,2,1
Summer,2008,Grenada,9,0,0,0,0
Summer,2008,Uganda,11,0,0,0,0
Summer,2008,Tanzania,9,0,0,0,0
Summer,2008,Saint Lucia,4,0,0,0,0
Summer,2008,Georgia,35,6,3,0,3
Summer,2008,Albania,11,0,0,0,0
Summer,2008,Andorra,5,0,0,0,0
Summer,2008,Serbia,87,3,0,1,2
Summer,2008,Sierra Leone,3,0,0,0,0
Summer,2008,Luxembourg,13,0,0,0,0
Summer,2008,Panama,5,1,1,0,0
Summer,2008,Papua New Guinea,7,0,0,0,0
Summer,2008,Sao Tome and Principe,3,0,0,0,0
Summer,2008,Central African Republic,3,0,0,0,0
Summer,2008,Togo,4,1,0,0,1
Summer,2008,Slovenia,61,5,1,2,2
Summer,2008,Moldova,29,1,0,0,1
Summer,2008,Costa Rica,8,0,0,0,0
Summer,2008,Montenegro,19,0,0,0,0
Summer,2008,Uruguay,12,0,0,0,0
Summer,2008,San Marino,4,0,0,0,0
Summer,2008,Fiji,6,0,0,0,0
Summer,2008,Guyana,4,0,0,0,0
Summer,2008,Zambia,8,0,0,0,0
Summer,2008,,0,0,0,0,0
Summer,2008,Bolivia,7,0,0,0,0
Summer,2008,Mozambique,4,0,0,0,0
Summer,2008,Mauritania,2,0,0,0,0
Summer,2008,Taiwan,79,4,0,0,4
Summer,2008,Malawi,4,0,0,0,0
Summer,2008,Indonesia,24,5,1,1,3
Summer,2008,Laos,4,0,0,0,0
Summer,2008,Saint Kitts,4,0,0,0,0
Summer,2008,Marshall Islands,5,0,0,0,0
Summer,2008,Cape Verde,2,0,0,0,0
Summer,2008,Guinea-Bissau,3,0,0,0,0
Summer,2008,Micronesia,5,0,0,0,0
Summer,2008,Benin,5,0,0,0,0
Summer,2008,Curacao,3,0,0,0,0
Summer,2008,Bhutan,2,0,0,0,0
Summer,2008,Nauru,1,0,0,0,0
Summer,2008,Monaco,5,0,0,0,0
Summer,2008,Rwanda,4,0,0,0,0
Summer,2008,Swaziland,4,0,0,0,0
Summer,2008,Vietnam,13,1,0,1,0
Summer,2008,Palau,5,0,0,0,0
Summer,2008,Belize,4,0,0,0,0
Summer,2008,Cayman Islands,4,0,0,0,0
Summer,2008,Liechtenstein,2,0,0,0,0
Summer,2008,Lebanon,6,0,0,0,0
Summer,2008,Solomon Islands,3,0,0,0,0
Summer,2008,"Virgin Islands, British",2,0,0,0,0
Summer,2008,Cook Islands,4,0,0,0,0
Summer,2008,Cambodia,4,0,0,0,0
Summer,2008,Dominica,2,0,0,0,0
Summer,2008,Maldives,4,0,0,0,0
Summer,2008,Somalia,2,0,0,0,0
Summer,2008,Gambia,3,0,0,0,0
Summer,2008,Sri Lanka,8,0,0,0,0
Summer,2008,Vanuatu,3,0,0,0,0
Summer,2008,Kiribati,2,0,0,0,0
Summer,2008,Democratic Republic of the Congo,5,0,0,0,0
Summer,2008,Lesotho,5,0,0,0,0
Summer,2008,Myanmar,6,0,0,0,0
Summer,2008,Tonga,3,0,0,0,0
Summer,2008,Equatorial Guinea,3,0,0,0,0
Summer,2008,Chad,2,0,0,0,0
Summer,2008,Macedonia,7,0,0,0,0
Summer,2008,Suriname,4,0,0,0,0
Summer,2008,Burkina Faso,6,0,0,0,0
Summer,2008,Burundi,3,0,0,0,0
Summer,2008,Aruba,2,0,0,0,0
Summer,2008,Timor-Leste,1,0,0,0,0
Summer,2012,China,416,89,38,27,24
Summer,2012,France,324,35,11,11,13
Summer,2012,Morocco,63,1,0,0,1
Summer,2012,Russia,429,82,24,26,32
Summer,2012,Argentina,137,4,1,1,2
Summer,2012,Italy,281,28,8,9,11
Summer,2012,Algeria,38,1,1,0,0
Summer,2012,Pakistan,21,0,0,0,0
Summer,2012,Iran,52,12,4,5,3
Summer,2012,Egypt,109,2,0,2,0
Summer,2012,Australia,405,35,7,16,12
Summer,2012,USA,530,103,46,28,29
Summer,2012,Cameroon,32,0,0,0,0
Summer,2012,Iraq,8,0,0,0,0
Summer,2012,Uzbekistan,53,3,1,0,2
Summer,2012,Azerbaijan,52,10,2,2,6
Summer,2012,United Arab Emirates,26,0,0,0,0
Summer,2012,Kyrgyzstan,14,0,0,0,0
Summer,2012,Tajikistan,16,1,0,0,1
Summer,2012,Canada,273,18,1,5,12
Summer,2012,Cuba,109,14,5,3,6
Summer,2012,Spain,278,17,3,10,4
Summer,2012,Japan,291,38,7,14,17
Summer,2012,Nigeria,49,0,0,0,0
Summer,2012,Portugal,76,1,0,1,0
Summer,2012,Switzerland,98,4,2,2,0
Summer,2012,Colombia,101,8,1,3,4
Summer,2012,Ethiopia,33,7,3,1,3
Summer,2012,Jordan,9,0,0,0,0
Summer,2012,Palestine,5,0,0,0,0
Summer,2012,Kazakhstan,113,13,7,1,5
Summer,2012,UK,530,65,29,17,19
Summer,2012,Uganda,15,1,1,0,0
Summer,2012,Tunisia,83,3,1,1,1
Summer,2012,Netherlands,173,20,6,6,8
Summer,2012,Mexico,99,7,1,3,3
Summer,2012,Venezuela,68,1,1,0,0
Summer,2012,Poland,210,10,2,2,6
Summer,2012,Niger,6,0,0,0,0
Summer,2012,Saint Kitts,4,0,0,0,0
Summer,2012,New Zealand,178,13,6,2,5
Summer,2012,Germany,383,44,11,19,14
Summer,2012,Liberia,3,0,0,0,0
Summer,2012,Eritrea,12,0,0,0,0
Summer,2012,Brazil,248,17,3,5,9
Summer,2012,Sweden,133,8,1,4,3
Summer,2012,Belgium,111,3,0,1,2
Summer,2012,Malaysia,29,2,0,1,1
Summer,2012,Greece,102,2,0,0,2
Summer,2012,Romania,105,9,2,5,2
Summer,2012,Rwanda,7,0,0,0,0
Summer,2012,Togo,6,0,0,0,0
Summer,2012,Paraguay,8,0,0,0,0
Summer,2012,Uruguay,27,0,0,0,0
Summer,2012,Comoros,3,0,0,0,0
Summer,2012,Indonesia,22,2,0,1,1
Summer,2012,Maldives,5,0,0,0,0
Summer,2012,Benin,5,0,0,0,0
Summer,2012,Ivory Coast,9,0,0,0,0
Summer,2012,Namibia,9,0,0,0,0
Summer,2012,Estonia,32,2,0,1,1
Summer,2012,Trinidad,25,4,1,1,2
Summer,2012,Lithuania,62,5,2,1,2
Summer,2012,Ukraine,230,20,6,5,9
Summer,2012,Saint Vincent,3,0,0,0,0
Summer,2012,Turkey,112,5,2,2,1
Summer,2012,Cyprus,13,1,0,1,0
Summer,2012,Saudi Arabia,18,1,0,0,1
Summer,2012,Kuwait,10,1,0,0,1
Summer,2012,Qatar,12,2,0,0,2
Summer,2012,Bahrain,12,1,0,0,1
Summer,2012,Yemen,4,0,0,0,0
Summer,2012,Oman,3,0,0,0,0
Summer,2012,Sudan,6,0,0,0,0
Summer,2012,Finland,56,3,0,1,2
Summer,2012,Fiji,9,0,0,0,0
Summer,2012,Vanuatu,5,0,0,0,0
Summer,2012,Jamaica,45,12,4,4,4
Summer,2012,Guatemala,19,1,0,1,0
Summer,2012,Puerto Rico,25,2,0,1,1
Summer,2012,Bulgaria,63,2,0,1,1
Summer,2012,Armenia,24,3,0,1,2
Summer,2012,Latvia,45,2,1,0,1
Summer,2012,Serbia,116,4,1,1,2
Summer,2012,Belarus,160,12,2,5,5
Summer,2012,"Virgin Islands, British",2,0,0,0,0
Summer,2012,El Salvador,10,0,0,0,0
Summer,2012,Madagascar,7,0,0,0,0
Summer,2012,Djibouti,4,0,0,0,0
Summer,2012,Croatia,107,6,3,1,2
Summer,2012,Philippines,11,0,0,0,0
Summer,2012,Seychelles,6,0,0,0,0
Summer,2012,Barbados,6,0,0,0,0
Summer,2012,Ecuador,36,0,0,0,0
Summer,2012,Angola,33,0,0,0,0
Summer,2012,Norway,61,4,2,1,1
Summer,2012,Costa Rica,11,0,0,0,0
Summer,2012,Austria,70,0,0,0,0
Summer,2012,Bahamas,21,1,1,0,0
Summer,2012,Botswana,4,1,0,1,0
Summer,2012,Ghana,7,0,0,0,0
Summer,2012,North Korea,52,6,4,0,2
Summer,2012,Denmark,114,9,2,4,3
Summer,2012,Kenya,47,11,2,4,5
Summer,2012,Ireland,64,5,1,1,3
Summer,2012,Mongolia,29,5,0,2,3
Summer,2012,Slovenia,65,4,1,1,2
Summer,2012,Palau,5,0,0,0,0
Summer,2012,Hungary,152,18,8,4,6
Summer,2012,India,81,6,0,2,4
Summer,2012,Czech Republic,133,10,4,3,3
Summer,2012,South Africa,124,6,3,2,1
Summer,2012,Chile,35,0,0,0,0
Summer,2012,Thailand,37,3,0,2,1
Summer,2012,Dominican Republic,33,2,1,1,0
Summer,2012,Peru,16,0,0,0,0
Summer,2012,Iceland,27,0,0,0,0
